Ministry_Key,Des_Grp,Type,Display_Type,DesGrp_Count_Reg,DesGrp_Percent_Reg,NonDesGrp_Count_Reg,NonDesGrp_Percent_Reg,Total_Count_Reg,Total_Percent_Reg,DesGrp_Count_Aux,DesGrp_Percent_Aux,NonDesGrp_Count_Aux,NonDesGrp_Percent_Aux,Total_Count_Aux,Total_Percent_Aux
CITZ,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,5,6.0,78,94.0,83,100.0
EAO,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,,,,,0,100.0,,,,,,
EAO,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,13,100.0,,,,,0,100.0
EAO,IND,Hiring_Outside,Hired from Outside,<3,<3,S,S,28,100.0,<3,<3,S,S,6,100.0
EAO,IND,Hiring_TotalNew,Total New Hires to Ministry,<3,<3,S,S,41,100.0,<3,<3,S,S,6,100.0
EAO,IND,Hiring_TotalReg,Total New Regulars to Ministry,<3,<3,S,S,41,100.0,,,,,,
EAO,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,9,100.0,,,,,0,100.0
EAO,IND,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,10,100.0,,,,,0,100.0
EAO,IND,Promotions_Total,Total Promotions,<3,<3,S,S,19,100.0,,,,,0,100.0
EAO,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,,,,,0,100.0
EAO,IND,Separations_BCPS,Left BC Government,<3,<3,S,S,14,100.0,,,,,0,100.0
EAO,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,26,100.0,,,,,0,100.0
EAO,IND,Separations_Total,Total Separations,<3,<3,S,S,40,100.0,,,,,0,100.0
EAO,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,,,,,0,100.0
EDUC,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,<3,<3,2,100.0,,,,,,
EDUC,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,48,100.0,,,,,0,100.0
EDUC,IND,Hiring_Outside,Hired from Outside,<3,<3,S,S,85,100.0,<3,<3,S,S,16,100.0
EDUC,IND,Hiring_TotalNew,Total New Hires to Ministry,<3,<3,S,S,133,100.0,<3,<3,S,S,16,100.0
EDUC,IND,Hiring_TotalReg,Total New Regulars to Ministry,<3,<3,S,S,135,100.0,,,,,,
EDUC,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,39,100.0,,,,,0,100.0
EDUC,IND,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,31,100.0,,,,,0,100.0
EDUC,IND,Promotions_Total,Total Promotions,<3,<3,S,S,70,100.0,,,,,0,100.0
EDUC,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,<3,<3,2,100.0
EDUC,IND,Separations_BCPS,Left BC Government,S,S,S,S,67,100.0,<3,<3,<3,<3,2,100.0
EDUC,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,33,100.0,<3,<3,<3,<3,2,100.0
EDUC,IND,Separations_Total,Total Separations,3,3.0,97,97.0,100,100.0,<3,<3,S,S,4,100.0
EDUC,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,6,100.0
EMBC,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,6,100.0,,,,,,
EMBC,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,37,100.0,,,,,0,100.0
EMBC,IND,Hiring_Outside,Hired from Outside,S,S,S,S,31,100.0,6,14.0,37,86.0,43,100.0
EMBC,IND,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,68,100.0,6,14.0,37,86.0,43,100.0
EMBC,IND,Hiring_TotalReg,Total New Regulars to Ministry,7,9.5,67,90.5,74,100.0,,,,,,
EMBC,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,21,100.0,,,,,0,100.0
EMBC,IND,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,10,100.0,<3,<3,<3,<3,1,100.0
EMBC,IND,Promotions_Total,Total Promotions,<3,<3,S,S,31,100.0,<3,<3,<3,<3,1,100.0
EMBC,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,6,100.0
EMBC,IND,Separations_BCPS,Left BC Government,<3,<3,S,S,17,100.0,<3,<3,<3,<3,2,100.0
EMBC,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,7,100.0,<3,<3,<3,<3,1,100.0
EMBC,IND,Separations_Total,Total Separations,<3,<3,S,S,24,100.0,<3,<3,S,S,3,100.0
EMBC,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,9,100.0
EMPR,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,4,100.0,,,,,,
EMPR,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,30,100.0,,,,,0,100.0
EMPR,IND,Hiring_Outside,Hired from Outside,S,S,S,S,64,100.0,<3,<3,S,S,17,100.0
EMPR,IND,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,94,100.0,<3,<3,S,S,17,100.0
EMPR,IND,Hiring_TotalReg,Total New Regulars to Ministry,5,5.1,93,94.9,98,100.0,,,,,,
EMPR,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,24,100.0,,,,,0,100.0
EMPR,IND,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,36,100.0,,,,,0,100.0
EMPR,IND,Promotions_Total,Total Promotions,<3,<3,S,S,60,100.0,,,,,0,100.0
EMPR,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,4,100.0
EMPR,IND,Separations_BCPS,Left BC Government,<3,<3,S,S,37,100.0,<3,<3,S,S,9,100.0
EMPR,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,21,100.0,<3,<3,S,S,5,100.0
EMPR,IND,Separations_Total,Total Separations,<3,<3,S,S,58,100.0,<3,<3,S,S,14,100.0
EMPR,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,18,100.0
ENV,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,25,100.0,,,,,,
ENV,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,43,100.0,<3,<3,<3,<3,2,100.0
ENV,IND,Hiring_Outside,Hired from Outside,S,S,S,S,187,100.0,S,S,S,S,44,100.0
ENV,IND,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,230,100.0,5,10.9,41,89.1,46,100.0
ENV,IND,Hiring_TotalReg,Total New Regulars to Ministry,7,2.7,248,97.3,255,100.0,,,,,,
ENV,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,29,100.0,<3,<3,<3,<3,1,100.0
ENV,IND,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,98,100.0,<3,<3,S,S,3,100.0
ENV,IND,Promotions_Total,Total Promotions,<3,<3,S,S,127,100.0,<3,<3,S,S,4,100.0
ENV,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,25,100.0
ENV,IND,Separations_BCPS,Left BC Government,<3,<3,S,S,108,100.0,S,S,S,S,52,100.0
ENV,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,44,100.0,<3,<3,S,S,14,100.0
ENV,IND,Separations_Total,Total Separations,3,2.0,149,98.0,152,100.0,S,S,S,S,66,100.0
ENV,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,3,3.3,88,96.7,91,100.0
FIN,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,3,100.0,,,,,,
FIN,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,100,100.0,<3,<3,<3,<3,1,100.0
FIN,IND,Hiring_Outside,Hired from Outside,S,S,S,S,353,100.0,<3,<3,S,S,42,100.0
FIN,IND,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,453,100.0,<3,<3,S,S,43,100.0
FIN,IND,Hiring_TotalReg,Total New Regulars to Ministry,9,2.0,447,98.0,456,100.0,,,,,,
FIN,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,80,100.0,<3,<3,<3,<3,1,100.0
FIN,IND,Promotions_Same,Promoted Within Same Organization,S,S,S,S,241,100.0,,,,,0,100.0
FIN,IND,Promotions_Total,Total Promotions,5,1.6,316,98.4,321,100.0,<3,<3,<3,<3,1,100.0
FIN,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,3,100.0
FIN,IND,Separations_BCPS,Left BC Government,<3,<3,S,S,222,100.0,<3,<3,S,S,6,100.0
FIN,IND,Separations_Other,Moved to Other Ministry,S,S,S,S,87,100.0,<3,<3,<3,<3,1,100.0
FIN,IND,Separations_Total,Total Separations,5,1.6,304,98.4,309,100.0,<3,<3,S,S,7,100.0
FIN,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,10,100.0
FLNRORD,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,48,100.0,,,,,,
FLNRORD,IND,Hiring_Other,Hired from Other Ministry,S,S,S,S,165,100.0,<3,<3,S,S,3,100.0
FLNRORD,IND,Hiring_Outside,Hired from Outside,26,4.2,600,95.8,626,100.0,S,S,S,S,190,100.0
FLNRORD,IND,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,791,100.0,9,4.7,184,95.3,193,100.0
FLNRORD,IND,Hiring_TotalReg,Total New Regulars to Ministry,31,3.7,808,96.3,839,100.0,,,,,,
FLNRORD,IND,Promotions_Other,Promoted from Other Organization,3,2.5,117,97.5,120,100.0,<3,<3,<3,<3,1,100.0
FLNRORD,IND,Promotions_Same,Promoted Within Same Organization,17,3.1,528,96.9,545,100.0,<3,<3,S,S,6,100.0
FLNRORD,IND,Promotions_Total,Total Promotions,20,3.0,645,97.0,665,100.0,<3,<3,S,S,7,100.0
FLNRORD,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,48,100.0
FLNRORD,IND,Separations_BCPS,Left BC Government,13,2.7,477,97.3,490,100.0,<3,<3,S,S,77,100.0
FLNRORD,IND,Separations_Other,Moved to Other Ministry,3,2.2,136,97.8,139,100.0,<3,<3,S,S,11,100.0
FLNRORD,IND,Separations_Total,Total Separations,16,2.5,613,97.5,629,100.0,<3,<3,S,S,88,100.0
FLNRORD,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,3,2.2,133,97.8,136,100.0
GCPE,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,<3,<3,1,100.0,,,,,,
GCPE,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,13,100.0,,,,,0,100.0
GCPE,IND,Hiring_Outside,Hired from Outside,<3,<3,S,S,123,100.0,<3,<3,S,S,9,100.0
GCPE,IND,Hiring_TotalNew,Total New Hires to Ministry,<3,<3,S,S,136,100.0,<3,<3,S,S,9,100.0
GCPE,IND,Hiring_TotalReg,Total New Regulars to Ministry,<3,<3,S,S,137,100.0,,,,,,
GCPE,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,11,100.0,,,,,0,100.0
GCPE,IND,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,36,100.0,,,,,0,100.0
GCPE,IND,Promotions_Total,Total Promotions,<3,<3,S,S,47,100.0,,,,,0,100.0
GCPE,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,<3,<3,1,100.0
GCPE,IND,Separations_BCPS,Left BC Government,<3,<3,S,S,92,100.0,,,,,0,100.0
GCPE,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,32,100.0,,,,,0,100.0
GCPE,IND,Separations_Total,Total Separations,<3,<3,S,S,124,100.0,,,,,0,100.0
GCPE,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,<3,<3,1,100.0
HLTH,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,4,100.0,,,,,,
HLTH,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,76,100.0,,,,,0,100.0
HLTH,IND,Hiring_Outside,Hired from Outside,S,S,S,S,270,100.0,<3,<3,S,S,45,100.0
HLTH,IND,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,346,100.0,<3,<3,S,S,45,100.0
HLTH,IND,Hiring_TotalReg,Total New Regulars to Ministry,9,2.6,341,97.4,350,100.0,,,,,,
HLTH,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,64,100.0,,,,,0,100.0
HLTH,IND,Promotions_Same,Promoted Within Same Organization,S,S,S,S,190,100.0,<3,<3,<3,<3,1,100.0
HLTH,IND,Promotions_Total,Total Promotions,5,2.0,249,98.0,254,100.0,<3,<3,<3,<3,1,100.0
HLTH,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,4,100.0
HLTH,IND,Separations_BCPS,Left BC Government,4,2.4,163,97.6,167,100.0,<3,<3,S,S,4,100.0
HLTH,IND,Separations_Other,Moved to Other Ministry,3,2.5,118,97.5,121,100.0,<3,<3,S,S,3,100.0
HLTH,IND,Separations_Total,Total Separations,7,2.4,281,97.6,288,100.0,<3,<3,S,S,7,100.0
HLTH,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,11,100.0
IRR,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,5,100.0,,,,,,
IRR,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,19,100.0,,,,,0,100.0
IRR,IND,Hiring_Outside,Hired from Outside,S,S,S,S,31,100.0,<3,<3,S,S,10,100.0
IRR,IND,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,50,100.0,<3,<3,S,S,10,100.0
IRR,IND,Hiring_TotalReg,Total New Regulars to Ministry,6,10.9,49,89.1,55,100.0,,,,,,
IRR,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,17,100.0,,,,,0,100.0
IRR,IND,Promotions_Same,Promoted Within Same Organization,S,S,S,S,31,100.0,,,,,0,100.0
IRR,IND,Promotions_Total,Total Promotions,4,8.3,44,91.7,48,100.0,,,,,0,100.0
IRR,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,5,100.0
IRR,IND,Separations_BCPS,Left BC Government,<3,<3,S,S,27,100.0,<3,<3,S,S,3,100.0
IRR,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,29,100.0,<3,<3,S,S,4,100.0
IRR,IND,Separations_Total,Total Separations,4,7.1,52,92.9,56,100.0,<3,<3,S,S,7,100.0
IRR,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,12,100.0
JTT,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,8,100.0,,,,,,
JTT,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,50,100.0,,,,,0,100.0
JTT,IND,Hiring_Outside,Hired from Outside,<3,<3,S,S,71,100.0,3,15.0,17,85.0,20,100.0
JTT,IND,Hiring_TotalNew,Total New Hires to Ministry,<3,<3,S,S,121,100.0,3,15.0,17,85.0,20,100.0
JTT,IND,Hiring_TotalReg,Total New Regulars to Ministry,<3,<3,S,S,129,100.0,,,,,,
JTT,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,40,100.0,,,,,0,100.0
JTT,IND,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,43,100.0,,,,,0,100.0
JTT,IND,Promotions_Total,Total Promotions,<3,<3,S,S,83,100.0,,,,,0,100.0
JTT,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,8,100.0
JTT,IND,Separations_BCPS,Left BC Government,<3,<3,S,S,53,100.0,<3,<3,S,S,10,100.0
JTT,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,54,100.0,<3,<3,S,S,6,100.0
JTT,IND,Separations_Total,Total Separations,<3,<3,S,S,107,100.0,<3,<3,S,S,16,100.0
JTT,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,24,100.0
LBR,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,<3,<3,1,100.0,,,,,,
LBR,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,10,100.0,,,,,0,100.0
LBR,IND,Hiring_Outside,Hired from Outside,<3,<3,S,S,23,100.0,<3,<3,<3,<3,2,100.0
LBR,IND,Hiring_TotalNew,Total New Hires to Ministry,<3,<3,S,S,33,100.0,<3,<3,<3,<3,2,100.0
LBR,IND,Hiring_TotalReg,Total New Regulars to Ministry,<3,<3,S,S,34,100.0,,,,,,
LBR,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,8,100.0,,,,,0,100.0
LBR,IND,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,16,100.0,,,,,0,100.0
LBR,IND,Promotions_Total,Total Promotions,<3,<3,S,S,24,100.0,,,,,0,100.0
LBR,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,<3,<3,1,100.0
LBR,IND,Separations_BCPS,Left BC Government,<3,<3,S,S,28,100.0,<3,<3,<3,<3,2,100.0
LBR,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,15,100.0,,,,,0,100.0
LBR,IND,Separations_Total,Total Separations,<3,<3,S,S,43,100.0,<3,<3,<3,<3,2,100.0
LBR,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,3,100.0
MAH,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,9,100.0,,,,,,
MAH,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,77,100.0,,,,,0,100.0
MAH,IND,Hiring_Outside,Hired from Outside,<3,<3,S,S,64,100.0,<3,<3,S,S,20,100.0
MAH,IND,Hiring_TotalNew,Total New Hires to Ministry,<3,<3,S,S,141,100.0,<3,<3,S,S,20,100.0
MAH,IND,Hiring_TotalReg,Total New Regulars to Ministry,<3,<3,S,S,150,100.0,,,,,,
MAH,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,62,100.0,,,,,0,100.0
MAH,IND,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,52,100.0,<3,<3,<3,<3,1,100.0
MAH,IND,Promotions_Total,Total Promotions,3,2.6,111,97.4,114,100.0,<3,<3,<3,<3,1,100.0
MAH,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,9,100.0
MAH,IND,Separations_BCPS,Left BC Government,S,S,S,S,65,100.0,<3,<3,S,S,5,100.0
MAH,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,50,100.0,,,,,0,100.0
MAH,IND,Separations_Total,Total Separations,4,3.5,111,96.5,115,100.0,<3,<3,S,S,5,100.0
MAH,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,14,100.0
MHA,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,,,,,0,100.0,,,,,,
MHA,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,29,100.0,,,,,0,100.0
MHA,IND,Hiring_Outside,Hired from Outside,<3,<3,S,S,8,100.0,<3,<3,S,S,4,100.0
MHA,IND,Hiring_TotalNew,Total New Hires to Ministry,<3,<3,S,S,37,100.0,<3,<3,S,S,4,100.0
MHA,IND,Hiring_TotalReg,Total New Regulars to Ministry,<3,<3,S,S,37,100.0,,,,,,
MHA,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,21,100.0,,,,,0,100.0
MHA,IND,Promotions_Same,Promoted Within Same Organization,,,,,0,100.0,,,,,0,100.0
MHA,IND,Promotions_Total,Total Promotions,<3,<3,S,S,21,100.0,,,,,0,100.0
MHA,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,,,,,0,100.0
MHA,IND,Separations_BCPS,Left BC Government,,,,,0,100.0,,,,,0,100.0
MHA,IND,Separations_Other,Moved to Other Ministry,,,,,0,100.0,,,,,0,100.0
MHA,IND,Separations_Total,Total Separations,,,,,0,100.0,,,,,0,100.0
MHA,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,,,,,0,100.0
PGT,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,8,100.0,,,,,,
PGT,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,5,100.0,<3,<3,<3,<3,1,100.0
PGT,IND,Hiring_Outside,Hired from Outside,<3,<3,S,S,41,100.0,<3,<3,S,S,23,100.0
PGT,IND,Hiring_TotalNew,Total New Hires to Ministry,<3,<3,S,S,46,100.0,<3,<3,S,S,24,100.0
PGT,IND,Hiring_TotalReg,Total New Regulars to Ministry,<3,<3,S,S,54,100.0,,,,,,
PGT,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,4,100.0,,,,,0,100.0
PGT,IND,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,31,100.0,<3,<3,<3,<3,1,100.0
PGT,IND,Promotions_Total,Total Promotions,<3,<3,S,S,35,100.0,<3,<3,<3,<3,1,100.0
PGT,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,8,100.0
PGT,IND,Separations_BCPS,Left BC Government,<3,<3,S,S,46,100.0,<3,<3,S,S,4,100.0
PGT,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,14,100.0,,,,,0,100.0
PGT,IND,Separations_Total,Total Separations,<3,<3,S,S,60,100.0,<3,<3,S,S,4,100.0
PGT,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,12,100.0
PO,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,,,,,0,100.0,,,,,,
PO,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,15,100.0,,,,,0,100.0
PO,IND,Hiring_Outside,Hired from Outside,<3,<3,S,S,13,100.0,<3,<3,<3,<3,2,100.0
PO,IND,Hiring_TotalNew,Total New Hires to Ministry,<3,<3,S,S,28,100.0,<3,<3,<3,<3,2,100.0
PO,IND,Hiring_TotalReg,Total New Regulars to Ministry,<3,<3,S,S,28,100.0,,,,,,
PO,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,13,100.0,,,,,0,100.0
PO,IND,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,5,100.0,,,,,0,100.0
PO,IND,Promotions_Total,Total Promotions,<3,<3,S,S,18,100.0,,,,,0,100.0
PO,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,,,,,0,100.0
PO,IND,Separations_BCPS,Left BC Government,<3,<3,S,S,14,100.0,,,,,0,100.0
PO,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,6,100.0,<3,<3,<3,<3,1,100.0
PO,IND,Separations_Total,Total Separations,<3,<3,S,S,20,100.0,<3,<3,<3,<3,1,100.0
PO,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,<3,<3,1,100.0
PSSG,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,61,100.0,,,,,,
PSSG,IND,Hiring_Other,Hired from Other Ministry,S,S,S,S,118,100.0,<3,<3,S,S,6,100.0
PSSG,IND,Hiring_Outside,Hired from Outside,30,3.6,799,96.4,829,100.0,S,S,S,S,99,100.0
PSSG,IND,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,947,100.0,9,8.6,96,91.4,105,100.0
PSSG,IND,Hiring_TotalReg,Total New Regulars to Ministry,35,3.5,973,96.5,1008,100.0,,,,,,
PSSG,IND,Promotions_Other,Promoted from Other Organization,3,3.6,81,96.4,84,100.0,<3,<3,<3,<3,1,100.0
PSSG,IND,Promotions_Same,Promoted Within Same Organization,12,3.7,316,96.3,328,100.0,<3,<3,S,S,4,100.0
PSSG,IND,Promotions_Total,Total Promotions,15,3.6,397,96.4,412,100.0,<3,<3,S,S,5,100.0
PSSG,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,61,100.0
PSSG,IND,Separations_BCPS,Left BC Government,24,4.9,469,95.1,493,100.0,S,S,S,S,41,100.0
PSSG,IND,Separations_Other,Moved to Other Ministry,8,6.7,111,93.3,119,100.0,<3,<3,S,S,11,100.0
PSSG,IND,Separations_Total,Total Separations,32,5.2,580,94.8,612,100.0,S,S,S,S,52,100.0
PSSG,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,4,3.5,109,96.5,113,100.0
SDPR,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,16,100.0,,,,,,
SDPR,IND,Hiring_Other,Hired from Other Ministry,S,S,S,S,104,100.0,,,,,0,100.0
SDPR,IND,Hiring_Outside,Hired from Outside,13,3.6,344,96.4,357,100.0,3,14.3,18,85.7,21,100.0
SDPR,IND,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,461,100.0,3,14.3,18,85.7,21,100.0
SDPR,IND,Hiring_TotalReg,Total New Regulars to Ministry,16,3.4,461,96.6,477,100.0,,,,,,
SDPR,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,66,100.0,,,,,0,100.0
SDPR,IND,Promotions_Same,Promoted Within Same Organization,S,S,S,S,195,100.0,,,,,0,100.0
SDPR,IND,Promotions_Total,Total Promotions,9,3.4,252,96.6,261,100.0,,,,,0,100.0
SDPR,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,S,S,16,100.0
SDPR,IND,Separations_BCPS,Left BC Government,S,S,S,S,345,100.0,<3,<3,S,S,37,100.0
SDPR,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,99,100.0,<3,<3,S,S,12,100.0
SDPR,IND,Separations_Total,Total Separations,15,3.4,429,96.6,444,100.0,<3,<3,S,S,49,100.0
SDPR,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,65,100.0
TAC,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,<3,<3,1,100.0,,,,,,
TAC,IND,Hiring_Other,Hired from Other Ministry,<3,<3,S,S,21,100.0,,,,,0,100.0
TAC,IND,Hiring_Outside,Hired from Outside,<3,<3,S,S,7,100.0,<3,<3,<3,<3,2,100.0
TAC,IND,Hiring_TotalNew,Total New Hires to Ministry,S,S,S,S,28,100.0,<3,<3,<3,<3,2,100.0
TAC,IND,Hiring_TotalReg,Total New Regulars to Ministry,3,10.3,26,89.7,29,100.0,,,,,,
TAC,IND,Promotions_Other,Promoted from Other Organization,<3,<3,S,S,13,100.0,,,,,0,100.0
TAC,IND,Promotions_Same,Promoted Within Same Organization,<3,<3,S,S,4,100.0,,,,,0,100.0
TAC,IND,Promotions_Total,Total Promotions,<3,<3,S,S,17,100.0,,,,,0,100.0
TAC,IND,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,<3,<3,<3,<3,1,100.0
TAC,IND,Separations_BCPS,Left BC Government,<3,<3,S,S,10,100.0,<3,<3,<3,<3,1,100.0
TAC,IND,Separations_Other,Moved to Other Ministry,<3,<3,S,S,14,100.0,<3,<3,<3,<3,1,100.0
TAC,IND,Separations_Total,Total Separations,<3,<3,S,S,24,100.0,<3,<3,<3,<3,2,100.0
TAC,IND,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,<3,<3,S,S,3,100.0
TRAN,IND,Hiring_AuxtoReg,Changed Status from Aux to Reg,<3,<3,S,S,9,100.0,,,,,,
TRAN,IND,Hiring_Other,Hired from Other Ministry,S,S,S,S,72,100.0,<3,<3,<3,<3,2,100.0
